function name,modifiers,type params,type params number,type params have bound,params number,has block body,has initializer,body length,is top level,is inside class,is inside function,is functional expression,line number,file path
ends with,infix,<T : CharSequence>,1,true,1,false,true,10,true,false,false,false,56,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
ends with,infix,<T : CharSequence>,1,true,1,false,true,10,true,false,false,false,68,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
matches,infix,<T : CharSequence>,1,true,1,false,true,11,true,false,false,false,80,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
matches ignoring case,infix,<T : CharSequence>,1,true,1,false,true,17,true,false,false,false,93,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
contains,infix,<T : CharSequence>,1,true,1,false,true,11,true,false,false,false,112,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
contains ignoring case,infix,<T : CharSequence>,1,true,1,false,true,17,true,false,false,false,125,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
contains,infix,<T : CharSequence>,1,true,1,false,true,10,true,false,false,false,144,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
contains ignoring case,infix,<T : CharSequence>,1,true,1,false,true,11,true,false,false,false,156,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is null or empty,,<T : CharSequence?>,1,true,0,false,true,8,true,false,false,false,169,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is null or blank,,<T : CharSequence?>,1,true,0,false,true,9,true,false,false,false,179,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is empty,,<T : CharSequence>,1,true,0,false,true,8,true,false,false,false,190,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is blank,,<T : CharSequence>,1,true,0,false,true,8,true,false,false,false,200,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is not empty,,<T : CharSequence>,1,true,0,false,true,9,true,false,false,false,210,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is not blank,,<T : CharSequence>,1,true,0,false,true,9,true,false,false,false,221,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
trim,,<T : CharSequence>,1,true,0,false,true,6,true,false,false,false,240,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
trim,,,0,false,0,false,true,7,true,false,false,false,248,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/main/kotlin/strikt/assertions/CharSequence.kt
is st tibs day,,,0,false,0,false,true,7,false,true,true,false,136,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/Homepage.kt
remove snippet tags,,,0,false,0,true,false,4,true,false,false,false,231,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/Assertions.kt
is st tibs day,,,0,false,0,false,true,7,false,true,true,false,21,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/CustomAssertions.kt
is st tibs day,,,0,false,0,false,true,10,false,true,true,false,47,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/CustomAssertions.kt
is st tibs day,,,0,false,0,false,true,4,false,true,true,false,77,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/CustomAssertions.kt
contains no null elements,,"<T : Iterable<E?>, E>",2,true,0,false,true,8,false,true,true,false,98,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/docs/CustomAssertions.kt
has length,private,,0,false,1,false,true,9,false,true,false,false,54,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/Custom.kt
quoted,,,0,false,0,false,true,3,true,false,false,false,17,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/assertions/minutest.kt
permute,private,<E : Comparable<E>>,1,true,0,false,true,8,false,false,false,false,12,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/assertions/IterableAssertions.kt
permute expected,private,"<E : Comparable<E>, EX>",2,true,0,false,true,11,false,false,false,false,22,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/assertions/IterableAssertions.kt
supports comparison assertions,,<T : Comparable<T>>,1,true,3,true,false,74,false,false,false,false,13,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-core/src/test/kotlin/strikt/assertions/ComparableAssertions.kt
is right,,"<L, R>",2,false,0,false,true,12,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Either.kt
is right,infix,"<L, R>",2,false,1,false,true,19,true,false,false,false,19,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Either.kt
is left,,"<L, R>",2,false,0,false,true,12,true,false,false,false,48,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Either.kt
is left,infix,"<L, R>",2,false,1,false,true,19,true,false,false,false,62,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Either.kt
is none,,<T>,1,false,0,false,true,12,true,false,false,false,8,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Option.kt
is some,,<T>,1,false,0,false,true,12,true,false,false,false,22,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Option.kt
is some,infix,<T>,1,false,1,false,true,19,true,false,false,false,36,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Option.kt
is valid,,"<E, A>",2,false,0,false,true,9,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Validated.kt
is valid,infix,"<E, A>",2,false,1,false,true,10,true,false,false,false,16,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Validated.kt
is invalid,,"<E, A>",2,false,0,false,true,9,true,false,false,false,36,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Validated.kt
is invalid,infix,"<E, A>",2,false,1,false,true,10,true,false,false,false,47,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-arrow/src/main/kotlin/strikt/arrow/Validated.kt
is captured,,<T : Any>,1,true,0,false,true,6,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-mockk/src/main/kotlin/strikt/mockk/CapturingSlot.kt
with captured,,<T : Any>,1,true,1,false,true,10,true,false,false,false,22,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-mockk/src/main/kotlin/strikt/mockk/CapturingSlot.kt
has outcome,infix,<T : BuildTask>,1,true,1,false,true,11,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is success,,<T : BuildTask>,1,true,0,false,true,5,true,false,false,false,26,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is failed,,<T : BuildTask>,1,true,0,false,true,4,true,false,false,false,33,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is up to date,,<T : BuildTask>,1,true,0,false,true,5,true,false,false,false,39,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is skipped,,<T : BuildTask>,1,true,0,false,true,5,true,false,false,false,46,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is from cache,,<T : BuildTask>,1,true,0,false,true,5,true,false,false,false,53,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
is no source,,<T : BuildTask>,1,true,0,false,true,5,true,false,false,false,60,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildTask.kt
task,infix,<T : BuildResult>,1,true,1,false,true,5,true,false,false,false,7,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildResult.kt
task paths,infix,<T : BuildResult>,1,true,1,false,true,5,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildResult.kt
tasks,infix,<T : BuildResult>,1,true,1,false,true,6,true,false,false,false,28,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-gradle/src/main/kotlin/strikt/gradle/testkit/BuildResult.kt
is compatible with,infix,<T : MediaType?>,1,true,1,false,true,11,true,false,false,false,5,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/MediaType.kt
status code is xx informational,,<T>,1,false,0,false,true,10,true,false,false,false,6,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is xx success,,<T>,1,false,0,false,true,10,true,false,false,false,18,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is xx redirection,,<T>,1,false,0,false,true,10,true,false,false,false,30,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is xx client error,,<T>,1,false,0,false,true,10,true,false,false,false,42,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is xx server error,,<T>,1,false,0,false,true,10,true,false,false,false,54,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is,infix,<T>,1,false,1,false,true,10,true,false,false,false,66,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
status code is,infix,<T>,1,false,1,false,true,10,true,false,false,false,78,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ResponseEntity.kt
content type is compatible with,infix,<T : ServletResponse>,1,true,1,false,true,10,true,false,false,false,14,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-spring/src/main/kotlin/strikt/spring/ServletResponse.kt
has,infix,<T : JsonNode>,1,true,1,false,true,10,true,false,false,false,20,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
path,infix,<T : JsonNode>,1,true,1,false,true,9,true,false,false,false,32,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
at,infix,<T : JsonNode>,1,true,1,false,true,8,true,false,false,false,43,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
at,infix,<T : JsonNode>,1,true,1,false,true,8,true,false,false,false,53,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is object,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,63,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is array,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,73,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is textual,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,83,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is number,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,93,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is boolean,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,103,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is missing,,<T : JsonNode>,1,true,0,false,true,8,true,false,false,false,113,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
text value,,<T : JsonNode>,1,true,0,false,true,9,true,false,false,false,123,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
number value,,<T : JsonNode>,1,true,0,false,true,9,true,false,false,false,134,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
boolean value,,<T : JsonNode>,1,true,0,false,true,9,true,false,false,false,145,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
find values as text,,<T : JsonNode>,1,true,1,false,true,7,true,false,false,false,156,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
has node type,infix,<T : JsonNode>,1,true,1,false,true,21,true,false,false,false,165,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
has size,infix,,0,false,1,false,true,9,true,false,false,false,188,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
size,,,0,false,0,false,true,6,true,false,false,false,199,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
text values,,,0,false,0,false,true,4,true,false,false,false,207,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-jackson/src/main/kotlin/strikt/jackson/JsonNode.kt
is empty,,,0,false,0,true,false,8,true,false,false,false,7,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-protobuf/src/main/kotlin/strikt/protobuf/Any.kt
unpacks to,inline,<reified T : Message>,1,true,0,true,false,14,true,false,false,false,17,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-protobuf/src/main/kotlin/strikt/protobuf/Any.kt
unpack,inline,<reified T : Message>,1,true,0,false,true,7,true,false,false,false,33,/home/furetur/IdeaProjects/kotlin-stats-extractor/src/main/resources/datasets/strikt/strikt-main/strikt-protobuf/src/main/kotlin/strikt/protobuf/Any.kt
